,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews,Rating
23,Piece Brewery and Pizzeria,Z2nOMPedr7XYhgYhILJjEA,Chicago,IL,Pizza,41.9103256994423,-87.6760850295053,$$,3470,4.0
24,Avec,mvFimrcREBIDo-pLAhMfNg,Chicago,IL,French,41.884290441849,-87.6433979433133,$$$,2100,4.5
25,The Gage,vvhfPV-Llkd4fE2SHuLVvA,Chicago,IL,Gastropubs,41.881369,-87.624698,$$,2784,4.0
26,The Publican,LMaoM2Ue2BR_HI9ba3JsZg,Chicago,IL,American (New),41.886644,-87.648765,$$$,3138,4.0
27,Three Dots and a Dash,B_04jjMZjeGGKjaPcR3Kig,Chicago,IL,Asian Fusion,41.8904391303273,-87.6306027367742,$$,3063,4.0
28,The Violet Hour,oEFJ29zAQaCNnQzebHQvpg,Chicago,IL,American (New),41.909095,-87.677829,$$,2140,4.0
29,Del Seoul,f1P5hZSitUEAC-mtXlBB7w,Chicago,IL,Korean,41.929444,-87.643016,$,2032,4.5
30,Batter & Berries,9SY1qjFBIo8W48W6OTGWGg,Chicago,IL,Breakfast & Brunch,41.9315605,-87.6577911,$$,2513,4.0
31,Lula Cafe,4i1Ny2zIE1VJSU9gLMkHqg,Chicago,IL,American (New),41.927668036295,-87.706845233929,$$,1881,4.5
32,Longman & Eagle,m5_GCJP2W4zEJnyVgxa3eA,Chicago,IL,Gastropubs,41.930156679293,-87.707222394898,$$,2357,4.0
33,Kai Zan,q7SQnw2xVHjWuyQXL3VHUg,Chicago,IL,Asian Fusion,41.8955051374998,-87.6915407180786,$$$,969,4.5
34,Cafecito,1hJYOI26FjCQ-Ce6iKAvug,Chicago,IL,Coffee & Tea,41.882416,-87.633641,$,1942,4.5
35,Eataly - Chicago,t2nXebM7aqTj_qq6saZ89g,Chicago,IL,Specialty Food,41.892335432963,-87.6262607945148,$$,3599,4.0
36,Irazú Costa Rican Restaurant,F7IQngaDDBgYvhA3U31q-g,Chicago,IL,Latin American,41.9151045993531,-87.6846393244315,$$,2059,4.0
37,Green Street Smoked Meats,dux6UvpMGJuHquFA3JfR3A,Chicago,IL,Barbeque,41.883623,-87.648907,$$,1551,4.5
38,Shaw's Crab House,dKcO9OQ44RPRlkWe-vToFA,Chicago,IL,Seafood,41.8899414,-87.6273507,$$$,2118,4.0
39,Beatrix River North,zXDVdB7jofrt1IWODlOtUA,Chicago,IL,American (New),41.891477,-87.6308169,$$,1844,4.0
40,Yuzu Sushi & Robata Grill,_d5Br6nZWpBNwL-4isroJA,Chicago,IL,Japanese,41.8956886,-87.6717159,$$,1620,4.0
41,Chicago Pizza And Oven Grinder Company,QNbWTNuAEMWOurHN8rMXnA,Chicago,IL,Pizza,41.92084,-87.63721,$$,2418,4.0
42,Ramen Wasabi,lgjRFg3M-1N416W41DHsTQ,Chicago,IL,Ramen,41.9195063,-87.6915015,$$,1744,4.0
43,The Chicago Diner,o54U2VkQama8FI30qDkWvw,Chicago,IL,Comfort Food,41.94402,-87.64904,$$,2038,4.0
44,Boka,XKUZV9O2sRFLDIpAmwmG5g,Chicago,IL,American (New),41.9135158,-87.6480859,$$$,1366,4.5
45,Garfield Park Conservatory,JfNZVzh052lwZKpIMgsA1g,Chicago,IL,Parks,41.886342,-87.717266,0,585,5.0
46,Sunda,8d_DiHWB-pjBVW3a7D8EWg,Chicago,IL,Asian Fusion,41.8909469,-87.6317244,$$$,2745,4.0
47,Lou Malnati's Pizzeria,cxAkuwv7p4gm4Coixw7h9A,Chicago,IL,Pizza,41.871566,-87.627275,$$,2490,4.0
48,Sweet Mandy B's,VA0magU4cMCkM0uJ_hx0sg,Chicago,IL,Bakeries,41.92186,-87.65884,$$,1556,4.5
49,The Wormhole Coffee,jImBrAd65LeLWne9lfK2tg,Chicago,IL,Coffee & Tea,41.90828,-87.67471,$,1098,4.5
50,Wildberry Pancakes and Cafe,cKZNbMvoqJaUe7n6lf6i7w,Chicago,IL,Pancakes,41.884668,-87.62288,$$,6924,4.5
51,Au Cheval,xoi7Cw7FoknAx5p880RtWQ,Chicago,IL,Bars,41.88466,-87.647668,$$,6750,4.5
52,The Purple Pig,boE4Ahsssqic7o5wQLI04w,Chicago,IL,Tapas/Small Plates,41.890694,-87.624782,$$,6942,4.0
53,Lou Malnati's Pizzeria,8vFJH_paXsMocmEO_KAa3w,Chicago,IL,Pizza,41.890357,-87.633704,$$,5869,4.0
54,Art Institute of Chicago,AkcZ1fUyB3RocKLYGFu20Q,Chicago,IL,Art Schools,41.8796,-87.623713,0,1763,4.5
55,Smoque BBQ,LPwAwxEjetjdNh7Uadro3g,Chicago,IL,Barbeque,41.95021,-87.72795,$$,4055,4.5
56,Alinea,pbEiXam9YJL3neCYHGwLUA,Chicago,IL,American (New),41.9134194160823,-87.6482384681229,$$$$,2126,4.5
57,Cafe Ba-Ba-Reeba!,y8jVBaHh8ntYkVqDXpsi1Q,Chicago,IL,Spanish,41.918984,-87.648687,$$,3920,4.0
58,Kuma's Corner - Belmont,pVPyt3TugMd8FW5LGznkQQ,Chicago,IL,Pubs,41.939640045166,-87.7004470825195,$$,4995,4.0
59,Bavette's Bar & Boeuf,apyIymDFbUK7u-Y3V5kmkA,Chicago,IL,Steakhouses,41.8892796234574,-87.6348227262497,$$$,2264,4.5
60,Little Goat Diner,-sdMTRmgExufOk6STZFi9w,Chicago,IL,Diners,41.8846460590586,-87.6484126982138,$$,4428,4.0
61,Quartino Ristorante,ziIfrqtyupmeNlPAOx6jTw,Chicago,IL,Italian,41.8934479679332,-87.6283662020996,$$,4531,4.0
62,Portillo's Hot Dogs,rp17Dfjdh7JR4GGZwj6nqg,Chicago,IL,Hot Dogs,41.89366,-87.63157,$,5299,4.0
63,Pequod's Pizzeria,DXwSYgiXqIVNdO9dazel6w,Chicago,IL,Pizza,41.92187,-87.664486,$$,5741,4.0
64,Crisp,WBU0yq9J8qiYQfI_fh2P1Q,Chicago,IL,Korean,41.9361214592879,-87.6444210345452,$$,3020,4.5
65,"Joe's Seafood, Prime Steak & Stone Crab",2tKMs0DbdxPSl2JeCJUEKw,Chicago,IL,Seafood,41.89186083,-87.62587283,$$$,2367,4.5
66,Xoco,jGiKIJCVLZHXQDSNnSLPsw,Chicago,IL,Mexican,41.890969,-87.630776,$$,3566,4.0
67,Molly's Cupcakes,ULEy88tbRkbwnDOOBdUCUQ,Chicago,IL,Desserts,41.9288051,-87.6425736,$$,2725,4.0
68,Sapori Trattoria,LYppbvgJlBG0SqjSKFiFGg,Chicago,IL,Italian,41.93166,-87.64859,$$,2126,4.5
69,Millennium Park,2DfcXGtDv7T_rnvl4lHzaQ,Chicago,IL,Parks,41.88339,-87.6218446,0,1203,4.5
70,Nini's Deli,F2NBch93KPaQdM_x0Fs2VQ,Chicago,IL,Sandwiches,41.89235,-87.66198,$,845,5.0
71,RPM Italian,bQaiow1WcwwSODUo9hHOMQ,Chicago,IL,Italian,41.8909608540557,-87.6300418625656,$$$,2973,4.0
72,Piece Brewery and Pizzeria,Z2nOMPedr7XYhgYhILJjEA,Chicago,IL,Pizza,41.9103256994423,-87.6760850295053,$$,3470,4.0
73,Avec,mvFimrcREBIDo-pLAhMfNg,Chicago,IL,French,41.884290441849,-87.6433979433133,$$$,2100,4.5
74,The Gage,vvhfPV-Llkd4fE2SHuLVvA,Chicago,IL,Gastropubs,41.881369,-87.624698,$$,2784,4.0
75,The Publican,LMaoM2Ue2BR_HI9ba3JsZg,Chicago,IL,American (New),41.886644,-87.648765,$$$,3138,4.0
76,Three Dots and a Dash,B_04jjMZjeGGKjaPcR3Kig,Chicago,IL,Asian Fusion,41.8904391303273,-87.6306027367742,$$,3063,4.0
77,The Violet Hour,oEFJ29zAQaCNnQzebHQvpg,Chicago,IL,American (New),41.909095,-87.677829,$$,2140,4.0
78,Del Seoul,f1P5hZSitUEAC-mtXlBB7w,Chicago,IL,Korean,41.929444,-87.643016,$,2032,4.5
79,Batter & Berries,9SY1qjFBIo8W48W6OTGWGg,Chicago,IL,Breakfast & Brunch,41.9315605,-87.6577911,$$,2513,4.0
80,Lula Cafe,4i1Ny2zIE1VJSU9gLMkHqg,Chicago,IL,American (New),41.927668036295,-87.706845233929,$$,1881,4.5
81,Longman & Eagle,m5_GCJP2W4zEJnyVgxa3eA,Chicago,IL,Gastropubs,41.930156679293,-87.707222394898,$$,2357,4.0
82,Kai Zan,q7SQnw2xVHjWuyQXL3VHUg,Chicago,IL,Asian Fusion,41.8955051374998,-87.6915407180786,$$$,969,4.5
83,Cafecito,1hJYOI26FjCQ-Ce6iKAvug,Chicago,IL,Coffee & Tea,41.882416,-87.633641,$,1942,4.5
84,Eataly - Chicago,t2nXebM7aqTj_qq6saZ89g,Chicago,IL,Specialty Food,41.892335432963,-87.6262607945148,$$,3599,4.0
85,Irazú Costa Rican Restaurant,F7IQngaDDBgYvhA3U31q-g,Chicago,IL,Latin American,41.9151045993531,-87.6846393244315,$$,2059,4.0
86,Green Street Smoked Meats,dux6UvpMGJuHquFA3JfR3A,Chicago,IL,Barbeque,41.883623,-87.648907,$$,1551,4.5
87,Shaw's Crab House,dKcO9OQ44RPRlkWe-vToFA,Chicago,IL,Seafood,41.8899414,-87.6273507,$$$,2118,4.0
88,Beatrix River North,zXDVdB7jofrt1IWODlOtUA,Chicago,IL,American (New),41.891477,-87.6308169,$$,1844,4.0
89,Yuzu Sushi & Robata Grill,_d5Br6nZWpBNwL-4isroJA,Chicago,IL,Japanese,41.8956886,-87.6717159,$$,1620,4.0
90,Chicago Pizza And Oven Grinder Company,QNbWTNuAEMWOurHN8rMXnA,Chicago,IL,Pizza,41.92084,-87.63721,$$,2418,4.0
91,Ramen Wasabi,lgjRFg3M-1N416W41DHsTQ,Chicago,IL,Ramen,41.9195063,-87.6915015,$$,1744,4.0
92,The Chicago Diner,o54U2VkQama8FI30qDkWvw,Chicago,IL,Comfort Food,41.94402,-87.64904,$$,2038,4.0
93,Boka,XKUZV9O2sRFLDIpAmwmG5g,Chicago,IL,American (New),41.9135158,-87.6480859,$$$,1366,4.5
94,Garfield Park Conservatory,JfNZVzh052lwZKpIMgsA1g,Chicago,IL,Parks,41.886342,-87.717266,0,585,5.0
95,Sunda,8d_DiHWB-pjBVW3a7D8EWg,Chicago,IL,Asian Fusion,41.8909469,-87.6317244,$$$,2745,4.0
96,Lou Malnati's Pizzeria,cxAkuwv7p4gm4Coixw7h9A,Chicago,IL,Pizza,41.871566,-87.627275,$$,2490,4.0
97,Sweet Mandy B's,VA0magU4cMCkM0uJ_hx0sg,Chicago,IL,Bakeries,41.92186,-87.65884,$$,1556,4.5
98,The Wormhole Coffee,jImBrAd65LeLWne9lfK2tg,Chicago,IL,Coffee & Tea,41.90828,-87.67471,$,1098,4.5
99,Volare Ristorante Italiano,7vsOVA4wrHP6f3DMQdD8og,Chicago,IL,Italian,41.8915901798304,-87.6225186472213,$$,2001,4.0
100,Au Cheval,xoi7Cw7FoknAx5p880RtWQ,Chicago,IL,Bars,41.88466,-87.647668,$$,6750,4.5
101,The Purple Pig,boE4Ahsssqic7o5wQLI04w,Chicago,IL,Tapas/Small Plates,41.890694,-87.624782,$$,6942,4.0
102,Lou Malnati's Pizzeria,8vFJH_paXsMocmEO_KAa3w,Chicago,IL,Pizza,41.890357,-87.633704,$$,5869,4.0
103,Art Institute of Chicago,AkcZ1fUyB3RocKLYGFu20Q,Chicago,IL,Art Schools,41.8796,-87.623713,0,1763,4.5
104,Smoque BBQ,LPwAwxEjetjdNh7Uadro3g,Chicago,IL,Barbeque,41.95021,-87.72795,$$,4055,4.5
105,Alinea,pbEiXam9YJL3neCYHGwLUA,Chicago,IL,American (New),41.9134194160823,-87.6482384681229,$$$$,2126,4.5
106,Cafe Ba-Ba-Reeba!,y8jVBaHh8ntYkVqDXpsi1Q,Chicago,IL,Spanish,41.918984,-87.648687,$$,3920,4.0
107,Kuma's Corner - Belmont,pVPyt3TugMd8FW5LGznkQQ,Chicago,IL,Pubs,41.939640045166,-87.7004470825195,$$,4995,4.0
108,Bavette's Bar & Boeuf,apyIymDFbUK7u-Y3V5kmkA,Chicago,IL,Steakhouses,41.8892796234574,-87.6348227262497,$$$,2264,4.5
109,Little Goat Diner,-sdMTRmgExufOk6STZFi9w,Chicago,IL,Diners,41.8846460590586,-87.6484126982138,$$,4428,4.0
110,Quartino Ristorante,ziIfrqtyupmeNlPAOx6jTw,Chicago,IL,Italian,41.8934479679332,-87.6283662020996,$$,4531,4.0
111,Portillo's Hot Dogs,rp17Dfjdh7JR4GGZwj6nqg,Chicago,IL,Hot Dogs,41.89366,-87.63157,$,5299,4.0
112,Pequod's Pizzeria,DXwSYgiXqIVNdO9dazel6w,Chicago,IL,Pizza,41.92187,-87.664486,$$,5741,4.0
113,Crisp,WBU0yq9J8qiYQfI_fh2P1Q,Chicago,IL,Korean,41.9361214592879,-87.6444210345452,$$,3020,4.5
114,"Joe's Seafood, Prime Steak & Stone Crab",2tKMs0DbdxPSl2JeCJUEKw,Chicago,IL,Seafood,41.89186083,-87.62587283,$$$,2367,4.5
115,Xoco,jGiKIJCVLZHXQDSNnSLPsw,Chicago,IL,Mexican,41.890969,-87.630776,$$,3566,4.0
116,Molly's Cupcakes,ULEy88tbRkbwnDOOBdUCUQ,Chicago,IL,Desserts,41.9288051,-87.6425736,$$,2725,4.0
117,Sapori Trattoria,LYppbvgJlBG0SqjSKFiFGg,Chicago,IL,Italian,41.93166,-87.64859,$$,2126,4.5
118,Millennium Park,2DfcXGtDv7T_rnvl4lHzaQ,Chicago,IL,Parks,41.88339,-87.6218446,0,1203,4.5
119,Nini's Deli,F2NBch93KPaQdM_x0Fs2VQ,Chicago,IL,Sandwiches,41.89235,-87.66198,$,845,5.0
120,RPM Italian,bQaiow1WcwwSODUo9hHOMQ,Chicago,IL,Italian,41.8909608540557,-87.6300418625656,$$$,2973,4.0
121,Piece Brewery and Pizzeria,Z2nOMPedr7XYhgYhILJjEA,Chicago,IL,Pizza,41.9103256994423,-87.6760850295053,$$,3470,4.0
122,Avec,mvFimrcREBIDo-pLAhMfNg,Chicago,IL,French,41.884290441849,-87.6433979433133,$$$,2100,4.5
123,The Gage,vvhfPV-Llkd4fE2SHuLVvA,Chicago,IL,Gastropubs,41.881369,-87.624698,$$,2784,4.0
124,The Publican,LMaoM2Ue2BR_HI9ba3JsZg,Chicago,IL,American (New),41.886644,-87.648765,$$$,3138,4.0
125,Three Dots and a Dash,B_04jjMZjeGGKjaPcR3Kig,Chicago,IL,Asian Fusion,41.8904391303273,-87.6306027367742,$$,3063,4.0
126,The Violet Hour,oEFJ29zAQaCNnQzebHQvpg,Chicago,IL,American (New),41.909095,-87.677829,$$,2140,4.0
127,Del Seoul,f1P5hZSitUEAC-mtXlBB7w,Chicago,IL,Korean,41.929444,-87.643016,$,2032,4.5
128,Batter & Berries,9SY1qjFBIo8W48W6OTGWGg,Chicago,IL,Breakfast & Brunch,41.9315605,-87.6577911,$$,2513,4.0
129,Lula Cafe,4i1Ny2zIE1VJSU9gLMkHqg,Chicago,IL,American (New),41.927668036295,-87.706845233929,$$,1881,4.5
130,Longman & Eagle,m5_GCJP2W4zEJnyVgxa3eA,Chicago,IL,Gastropubs,41.930156679293,-87.707222394898,$$,2357,4.0
131,Kai Zan,q7SQnw2xVHjWuyQXL3VHUg,Chicago,IL,Asian Fusion,41.8955051374998,-87.6915407180786,$$$,969,4.5
132,Cafecito,1hJYOI26FjCQ-Ce6iKAvug,Chicago,IL,Coffee & Tea,41.882416,-87.633641,$,1942,4.5
133,Eataly - Chicago,t2nXebM7aqTj_qq6saZ89g,Chicago,IL,Specialty Food,41.892335432963,-87.6262607945148,$$,3599,4.0
134,Irazú Costa Rican Restaurant,F7IQngaDDBgYvhA3U31q-g,Chicago,IL,Latin American,41.9151045993531,-87.6846393244315,$$,2059,4.0
135,Green Street Smoked Meats,dux6UvpMGJuHquFA3JfR3A,Chicago,IL,Barbeque,41.883623,-87.648907,$$,1551,4.5
136,Shaw's Crab House,dKcO9OQ44RPRlkWe-vToFA,Chicago,IL,Seafood,41.8899414,-87.6273507,$$$,2118,4.0
137,Beatrix River North,zXDVdB7jofrt1IWODlOtUA,Chicago,IL,American (New),41.891477,-87.6308169,$$,1844,4.0
138,Yuzu Sushi & Robata Grill,_d5Br6nZWpBNwL-4isroJA,Chicago,IL,Japanese,41.8956886,-87.6717159,$$,1620,4.0
139,Chicago Pizza And Oven Grinder Company,QNbWTNuAEMWOurHN8rMXnA,Chicago,IL,Pizza,41.92084,-87.63721,$$,2418,4.0
140,Ramen Wasabi,lgjRFg3M-1N416W41DHsTQ,Chicago,IL,Ramen,41.9195063,-87.6915015,$$,1744,4.0
141,The Chicago Diner,o54U2VkQama8FI30qDkWvw,Chicago,IL,Comfort Food,41.94402,-87.64904,$$,2038,4.0
142,Boka,XKUZV9O2sRFLDIpAmwmG5g,Chicago,IL,American (New),41.9135158,-87.6480859,$$$,1366,4.5
143,Garfield Park Conservatory,JfNZVzh052lwZKpIMgsA1g,Chicago,IL,Parks,41.886342,-87.717266,0,585,5.0
144,Sunda,8d_DiHWB-pjBVW3a7D8EWg,Chicago,IL,Asian Fusion,41.8909469,-87.6317244,$$$,2745,4.0
145,Lou Malnati's Pizzeria,cxAkuwv7p4gm4Coixw7h9A,Chicago,IL,Pizza,41.871566,-87.627275,$$,2490,4.0
146,Sweet Mandy B's,VA0magU4cMCkM0uJ_hx0sg,Chicago,IL,Bakeries,41.92186,-87.65884,$$,1556,4.5
147,The Wormhole Coffee,jImBrAd65LeLWne9lfK2tg,Chicago,IL,Coffee & Tea,41.90828,-87.67471,$,1098,4.5
148,Volare Ristorante Italiano,7vsOVA4wrHP6f3DMQdD8og,Chicago,IL,Italian,41.8915901798304,-87.6225186472213,$$,2001,4.0
149,Over Easy Cafe,0fYNLK7VpBUW4mgFyPCrWQ,Chicago,IL,Breakfast & Brunch,41.9717208,-87.6790834,$$,1424,4.5
150,The Purple Pig,boE4Ahsssqic7o5wQLI04w,Chicago,IL,Tapas/Small Plates,41.890694,-87.624782,$$,6942,4.0
151,Lou Malnati's Pizzeria,8vFJH_paXsMocmEO_KAa3w,Chicago,IL,Pizza,41.890357,-87.633704,$$,5869,4.0
152,Art Institute of Chicago,AkcZ1fUyB3RocKLYGFu20Q,Chicago,IL,Art Schools,41.8796,-87.623713,0,1763,4.5
153,Smoque BBQ,LPwAwxEjetjdNh7Uadro3g,Chicago,IL,Barbeque,41.95021,-87.72795,$$,4055,4.5
154,Alinea,pbEiXam9YJL3neCYHGwLUA,Chicago,IL,American (New),41.9134194160823,-87.6482384681229,$$$$,2126,4.5
155,Cafe Ba-Ba-Reeba!,y8jVBaHh8ntYkVqDXpsi1Q,Chicago,IL,Spanish,41.918984,-87.648687,$$,3920,4.0
156,Kuma's Corner - Belmont,pVPyt3TugMd8FW5LGznkQQ,Chicago,IL,Pubs,41.939640045166,-87.7004470825195,$$,4995,4.0
157,Bavette's Bar & Boeuf,apyIymDFbUK7u-Y3V5kmkA,Chicago,IL,Steakhouses,41.8892796234574,-87.6348227262497,$$$,2264,4.5
158,Little Goat Diner,-sdMTRmgExufOk6STZFi9w,Chicago,IL,Diners,41.8846460590586,-87.6484126982138,$$,4428,4.0
159,Quartino Ristorante,ziIfrqtyupmeNlPAOx6jTw,Chicago,IL,Italian,41.8934479679332,-87.6283662020996,$$,4531,4.0
160,Portillo's Hot Dogs,rp17Dfjdh7JR4GGZwj6nqg,Chicago,IL,Hot Dogs,41.89366,-87.63157,$,5299,4.0
161,Pequod's Pizzeria,DXwSYgiXqIVNdO9dazel6w,Chicago,IL,Pizza,41.92187,-87.664486,$$,5741,4.0
162,Crisp,WBU0yq9J8qiYQfI_fh2P1Q,Chicago,IL,Korean,41.9361214592879,-87.6444210345452,$$,3020,4.5
163,"Joe's Seafood, Prime Steak & Stone Crab",2tKMs0DbdxPSl2JeCJUEKw,Chicago,IL,Seafood,41.89186083,-87.62587283,$$$,2367,4.5
164,Xoco,jGiKIJCVLZHXQDSNnSLPsw,Chicago,IL,Mexican,41.890969,-87.630776,$$,3566,4.0
165,Molly's Cupcakes,ULEy88tbRkbwnDOOBdUCUQ,Chicago,IL,Desserts,41.9288051,-87.6425736,$$,2725,4.0
166,Sapori Trattoria,LYppbvgJlBG0SqjSKFiFGg,Chicago,IL,Italian,41.93166,-87.64859,$$,2126,4.5
167,Millennium Park,2DfcXGtDv7T_rnvl4lHzaQ,Chicago,IL,Parks,41.88339,-87.6218446,0,1203,4.5
168,Nini's Deli,F2NBch93KPaQdM_x0Fs2VQ,Chicago,IL,Sandwiches,41.89235,-87.66198,$,845,5.0
169,RPM Italian,bQaiow1WcwwSODUo9hHOMQ,Chicago,IL,Italian,41.8909608540557,-87.6300418625656,$$$,2973,4.0
170,Piece Brewery and Pizzeria,Z2nOMPedr7XYhgYhILJjEA,Chicago,IL,Pizza,41.9103256994423,-87.6760850295053,$$,3470,4.0
171,Avec,mvFimrcREBIDo-pLAhMfNg,Chicago,IL,French,41.884290441849,-87.6433979433133,$$$,2100,4.5
172,The Gage,vvhfPV-Llkd4fE2SHuLVvA,Chicago,IL,Gastropubs,41.881369,-87.624698,$$,2784,4.0
173,The Publican,LMaoM2Ue2BR_HI9ba3JsZg,Chicago,IL,American (New),41.886644,-87.648765,$$$,3138,4.0
174,Three Dots and a Dash,B_04jjMZjeGGKjaPcR3Kig,Chicago,IL,Asian Fusion,41.8904391303273,-87.6306027367742,$$,3063,4.0
175,The Violet Hour,oEFJ29zAQaCNnQzebHQvpg,Chicago,IL,American (New),41.909095,-87.677829,$$,2140,4.0
176,Del Seoul,f1P5hZSitUEAC-mtXlBB7w,Chicago,IL,Korean,41.929444,-87.643016,$,2032,4.5
177,Batter & Berries,9SY1qjFBIo8W48W6OTGWGg,Chicago,IL,Breakfast & Brunch,41.9315605,-87.6577911,$$,2513,4.0
178,Lula Cafe,4i1Ny2zIE1VJSU9gLMkHqg,Chicago,IL,American (New),41.927668036295,-87.706845233929,$$,1881,4.5
179,Longman & Eagle,m5_GCJP2W4zEJnyVgxa3eA,Chicago,IL,Gastropubs,41.930156679293,-87.707222394898,$$,2357,4.0
180,Kai Zan,q7SQnw2xVHjWuyQXL3VHUg,Chicago,IL,Asian Fusion,41.8955051374998,-87.6915407180786,$$$,969,4.5
181,Cafecito,1hJYOI26FjCQ-Ce6iKAvug,Chicago,IL,Coffee & Tea,41.882416,-87.633641,$,1942,4.5
182,Eataly - Chicago,t2nXebM7aqTj_qq6saZ89g,Chicago,IL,Specialty Food,41.892335432963,-87.6262607945148,$$,3599,4.0
183,Irazú Costa Rican Restaurant,F7IQngaDDBgYvhA3U31q-g,Chicago,IL,Latin American,41.9151045993531,-87.6846393244315,$$,2059,4.0
184,Green Street Smoked Meats,dux6UvpMGJuHquFA3JfR3A,Chicago,IL,Barbeque,41.883623,-87.648907,$$,1551,4.5
185,Shaw's Crab House,dKcO9OQ44RPRlkWe-vToFA,Chicago,IL,Seafood,41.8899414,-87.6273507,$$$,2118,4.0
186,Beatrix River North,zXDVdB7jofrt1IWODlOtUA,Chicago,IL,American (New),41.891477,-87.6308169,$$,1844,4.0
187,Yuzu Sushi & Robata Grill,_d5Br6nZWpBNwL-4isroJA,Chicago,IL,Japanese,41.8956886,-87.6717159,$$,1620,4.0
188,Chicago Pizza And Oven Grinder Company,QNbWTNuAEMWOurHN8rMXnA,Chicago,IL,Pizza,41.92084,-87.63721,$$,2418,4.0
189,Ramen Wasabi,lgjRFg3M-1N416W41DHsTQ,Chicago,IL,Ramen,41.9195063,-87.6915015,$$,1744,4.0
190,The Chicago Diner,o54U2VkQama8FI30qDkWvw,Chicago,IL,Comfort Food,41.94402,-87.64904,$$,2038,4.0
191,Boka,XKUZV9O2sRFLDIpAmwmG5g,Chicago,IL,American (New),41.9135158,-87.6480859,$$$,1366,4.5
192,Garfield Park Conservatory,JfNZVzh052lwZKpIMgsA1g,Chicago,IL,Parks,41.886342,-87.717266,0,585,5.0
193,Sunda,8d_DiHWB-pjBVW3a7D8EWg,Chicago,IL,Asian Fusion,41.8909469,-87.6317244,$$$,2745,4.0
194,Lou Malnati's Pizzeria,cxAkuwv7p4gm4Coixw7h9A,Chicago,IL,Pizza,41.871566,-87.627275,$$,2490,4.0
195,Sweet Mandy B's,VA0magU4cMCkM0uJ_hx0sg,Chicago,IL,Bakeries,41.92186,-87.65884,$$,1556,4.5
